userId,startedAt,endedAt,sessionStartLat,sessionStartLong
cScCxbeEgynKTwNClwVv8oYsm8I3KTHee8pjIU4zSQU=,2019-05-02 23:57:25.224 UTC,2019-05-02 23:57:54.712 UTC,37.7885,-122.3998
O3UNHA5NdsxdjNYovidNKHMB647JBIV56xOLqzh1MI4=,2019-05-02 23:58:11.151 UTC,2019-05-02 23:58:12.676002 UTC,37.7945,-122.3928
Ashoy8IlCpkRvPkE/Nc2IqUJwffBlEumGRydPfVGP1A=,2019-05-02 23:58:37.802 UTC,2019-05-02 23:59:19.812004 UTC,37.7763,-122.4189
OqtubdEGTzlF6pAmsA9ysBOsZO3RoTinE27k9RI6bIc=,2019-05-02 23:58:43.426 UTC,2019-05-02 23:59:00.868 UTC,37.7911,-122.4006
ALaLI/GjPw3idcYhIQMKG3c6IvW+uiTY0GTQX/HaHgs=,2019-05-02 23:59:11.855 UTC,2019-05-02 23:59:16.587005 UTC,37.7868,-122.3942
FYlC8llbuM+OVONkXN0AGZL2EzDhSlwsUXTFLPefc9k=,2019-05-02 23:59:24.057 UTC,2019-05-02 23:59:51.821 UTC,37.7896,-122.3981
71uEulgKxlVt0pR7RXLdhYEoVxw4VD6P9FCGBGySalQ=,2019-05-03 00:00:09.297 UTC,2019-05-03 00:29:51.575 UTC,37.7928,-122.3912
4l0TrzInw5iLXq8W8obB63NyD68fbLvaDfSrc2AjnpM=,2019-05-03 00:00:16.789 UTC,2019-05-03 00:01:50.486 UTC,37.8079,-122.4158
o75AuVHzpJE7HsXr+C0Ca0skw9R7C/B6ru4JbO3a59s=,2019-05-03 00:01:34.664 UTC,2019-05-03 00:19:46.483 UTC,37.7913,-122.3993
TUDVGXRYxaoELUzsyTnh6DeRvPS1AX7jzHb0IRxU0Eg=,2019-05-03 00:01:50.284 UTC,2019-05-03 00:09:35.319 UTC,37.7506,-122.4181
Soa5FEk8z2UeqH/afqQnOxqQOn86navSlt67nrsMO7Q=,2019-05-03 00:02:05.058 UTC,2019-05-03 00:03:52.343 UTC,37.8008,-122.3989
cScCxbeEgynKTwNClwVv8oYsm8I3KTHee8pjIU4zSQU=,2019-05-03 00:02:51.253 UTC,2019-05-03 00:12:18.677 UTC,37.7881,-122.3999
4pswtCdO0k4CQWZ0X2DwE+0md4bIh0fWDCuNM+QiHCc=,2019-05-03 00:03:12.132 UTC,2019-05-03 01:26:43.761 UTC,37.8091,-122.4097
ovL/lw5RiCeZrVttU2Fzqj+FofUgV0CwlDPnTk9FqKw=,2019-05-03 00:03:26.324 UTC,2019-05-03 00:03:56.111 UTC,37.7893,-122.3919
O3UNHA5NdsxdjNYovidNKHMB647JBIV56xOLqzh1MI4=,2019-05-03 00:03:41.655 UTC,2019-05-03 00:24:07.899 UTC,37.7689,-122.4559
ALaLI/GjPw3idcYhIQMKG3c6IvW+uiTY0GTQX/HaHgs=,2019-05-03 00:03:49.944 UTC,2019-05-03 00:14:21.540017 UTC,37.7871,-122.3943
FYlC8llbuM+OVONkXN0AGZL2EzDhSlwsUXTFLPefc9k=,2019-05-03 00:05:27.072 UTC,2019-05-03 00:06:09.791 UTC,37.7859,-122.4037
guJjSQ90zJMkpuaZM0HMaHiRWdzHCeGzd9I6tQzA2+8=,2019-05-03 00:05:48.816 UTC,2019-05-03 00:06:03.148001 UTC,37.7896,-122.4235
SFleA3zi6mIE1v57OpgXYqwSgkgT9/Q0rgjUg1hUKus=,2019-05-03 00:05:56.387 UTC,2019-05-03 00:18:43.943 UTC,37.787,-122.394
o1HbvhnzYj78hX0YAKvkmfZg5T0WomNXnPFGTmjCkT4=,2019-05-03 00:06:22.583 UTC,2019-05-03 00:34:14.745 UTC,37.7892,-122.3952
KV4aze0RlxaIucZczu2+YJrr/ONyZXPcJlD5VsGn8oI=,2019-05-03 00:06:42.374 UTC,2019-05-03 00:07:20.658 UTC,37.8042,-122.4317
v5GBxFLrlT7Agh7Scf47gAXBirIBYtfe6bt3uR/sSgg=,2019-05-03 00:07:10.968 UTC,2019-05-03 00:22:52.852 UTC,37.7846,-122.4066
7v01Bus0NvjP3qEJqdwRqaZNVcW25Hw33YLh3A5k4Tc=,2019-05-03 00:07:36.419 UTC,2019-05-03 00:26:10.121 UTC,37.8041,-122.4044
CxhIzE0ohoR4sTOLcz5pV+NFmqBZhUpnf3FM0KO5uqw=,2019-05-03 00:07:45.766 UTC,2019-05-03 00:08:15.584001 UTC,37.7979,-122.4286
aGJSrfzBhHxH4Xg/bzT94D+p0e8AyRIDoLauzINcRXU=,2019-05-03 00:10:35.318 UTC,2019-05-03 00:20:45.795 UTC,37.7898,-122.3938
j4JyzYLkrw4JrpEESL58aw9OHvpa0xodJqxA5DKfRqA=,2019-05-03 00:10:52.961 UTC,2019-05-03 00:24:03.272 UTC,37.7744,-122.398
2A4YveHHh2VfAFAfv+pmHe2u8BIqptMAYXkyWAuiXSY=,2019-05-03 00:10:57.951 UTC,2019-05-03 00:51:38.638002 UTC,37.788,-122.4047
HllYK0M+DQMIp2vDCSFHwDT7CRlorj+JRC3XgNY5fgM=,2019-05-03 00:12:57.601 UTC,2019-05-03 00:26:31.025 UTC,37.7952,-122.3967
Ixlgh+3wpqorv/Uw76sVbVOB+ewt9CDLrkBTmpUL3PQ=,2019-05-03 00:15:06.471 UTC,2019-05-03 00:33:01.918 UTC,37.7905,-122.4216
oJx8GkHQMXoT8XWTdCZwcYKTU8JcQqvhq16CTrWK720=,2019-05-03 00:15:07.465 UTC,2019-05-03 00:48:28.646 UTC,37.7884,-122.4035
G/wg0nM/Fmg1+nRgYEZCriXAAo0YhAjXMYdFpFH2hzw=,2019-05-03 00:15:46.747 UTC,2019-05-03 00:28:37.050 UTC,37.7635,-122.4176
I7eImuw35SY7457dcYb4z+QiIOoDBL+klmdJh15MUeE=,2019-05-03 00:16:00.287 UTC,2019-05-03 00:16:53.338 UTC,37.772,-122.4316
6azk2IY2JLvY8k+BzGp8aUH9zHpV01ky6dgZ/o+8YLM=,2019-05-03 00:17:34.888 UTC,2019-05-03 00:30:24.875 UTC,37.7871,-122.3926
Ashoy8IlCpkRvPkE/Nc2IqUJwffBlEumGRydPfVGP1A=,2019-05-03 00:17:59.996 UTC,2019-05-03 00:18:31.542001 UTC,37.7744,-122.4154
o1FhQZeK4RfxTaE+dg3oKVB2MhHfNzcN6KQGmn59GMA=,2019-05-03 00:18:09.632 UTC,2019-05-03 00:21:24.125 UTC,37.7779,-122.4262
G3zA/lDIC63b1urJfK+uB7RfokNgDaE8fhYLeQa1FQI=,2019-05-03 00:18:37.762 UTC,2019-05-03 00:19:02.252 UTC,37.7896,-122.4012
W9njhy594c9EEDU+rnc94PplEeOJy9h0VmFZkoXRFJo=,2019-05-03 00:18:39.210 UTC,2019-05-03 00:39:04.136 UTC,37.7983,-122.4238
qr8Eq8KbuBuVbcLTie8Q8VPsN/xw/fDHR//lA1nPAOo=,2019-05-03 00:18:54.308 UTC,2019-05-03 00:19:03.233001 UTC,37.7595,-122.4305
GHQttgaOmxJOW2iPzh88rofa7k95AHW6NYBoHEps2aU=,2019-05-03 00:22:29.796 UTC,2019-05-03 00:39:21.488 UTC,37.7887,-122.4204
YqPU4UU36fYa993hQ69nnnIYhRE7q2Fkca8SBSvFaho=,2019-05-03 00:24:25.347 UTC,2019-05-03 01:16:55.255002 UTC,37.7716,-122.3936
9cDeZ3DCWfTvfNTpuSKBYJL+I0+vo48VYQgMAF9ss0A=,2019-05-03 00:31:24.619 UTC,2019-05-03 01:06:31.319 UTC,37.8086,-122.4141
zFpoGV69XelkjZZMeDokGasCoUKhfh9LGFO5CK/7AY8=,2019-05-03 00:32:53.625 UTC,2019-05-03 00:54:58.858 UTC,37.7882,-122.4136
ZM/IgdJ77fvsFuloVNYMFIpr4UPk1QKbg3qj7+CqOs0=,2019-05-03 00:33:42.027 UTC,2019-05-03 00:47:09.911 UTC,37.7873,-122.4172
ziLVokayDoSlNU6DWVp+91YnGVhJIBSKuGp12iV5IHc=,2019-05-03 00:35:21.285 UTC,2019-05-03 00:40:09.352 UTC,37.8018,-122.4121
scAGTIrdyRVzuphWtN9tUTvoOHC5Syz2HTGQj/lVeHw=,2019-05-03 00:35:37.507 UTC,2019-05-03 00:43:14.576 UTC,37.7754,-122.3898
Zu9HmDOs838J9Se2Q+jqriu9Fbk+jfnS64trjE/jBv0=,2019-05-03 00:38:45.396 UTC,2019-05-03 00:48:34.533 UTC,37.776,-122.394
1ofDLSNMD7vsjJlGY7U3gpnxRzcjcq1MnzMF6j0mD88=,2019-05-03 00:44:26.030 UTC,2019-05-03 01:03:01.031001 UTC,37.8065,-122.4247
XNi+ljWLNXui9PkkciPGvTaeuuovX1VgOYBCuCnyRIU=,2019-05-03 00:44:36.154 UTC,2019-05-03 00:53:59.193 UTC,37.7851,-122.4171
ubPN27vTiPPNrfHxsOcvGZZoo0ovRVxF3NfI0FAoYpo=,2019-05-03 00:44:56.430 UTC,2019-05-03 01:07:17.014 UTC,37.7819,-122.4107
bxeErs4qoUVig9lUN4kq1OfjV+C4x4LEVZbsZTvkNi4=,2019-05-03 00:45:30.274 UTC,2019-05-03 01:00:09.160 UTC,37.7906,-122.3891
Z2AxGO1QnyVN/qdmyjWL/0rPZLzaZ73Eb/d30vCPc88=,2019-05-03 00:46:44.014 UTC,2019-05-03 00:46:44.118002 UTC,37.7914,-122.3984
wh+xNOVoYU4jIaj4zKeN2ao/bh8b/h9bRFg2uRfFXjU=,2019-05-03 00:47:59.427 UTC,2019-05-03 00:48:37.688 UTC,37.7863,-122.4087
J1vgkju+CMIOP8kOz3eZrw6cPDpz7L0mw/T5ieKW5ns=,2019-05-03 00:48:22.410 UTC,2019-05-03 01:08:02.698 UTC,37.7925,-122.405
VKhXFingXvA5j8kc7y2kRNMIp2iYhTajMpR4xfazDiQ=,2019-05-03 00:49:54.336 UTC,2019-05-03 00:56:08.425 UTC,37.7722,-122.3973
7+JgEPjblKNadX5oMJgzWi3l9SrkmIDATshS8YUQymk=,2019-05-03 00:50:31.281 UTC,2019-05-03 01:04:45.692001 UTC,37.8009,-122.4129
jHh1Lh97lS2lvS84zN2OTn9fodnUrelVsau5PHeepOo=,2019-05-03 00:53:11.233 UTC,2019-05-03 00:55:43.120 UTC,37.7938,-122.3999
H6qBjEBe73xCSoWMzfc1S+PkMrqZ7HeF70UBfOe6Q8U=,2019-05-03 00:56:37.200 UTC,2019-05-03 01:31:14.717 UTC,37.7755,-122.4261
8FLN79HQ4+gJt7btuSPCQCu6TKe37R+ob0DcOs78ed8=,2019-05-03 00:56:44.920 UTC,2019-05-03 01:23:42.362 UTC,37.7866,-122.4055
5lgua+u0NrxVYZUC/7OKO5nmuXF2GHxzcKKc35l4j3c=,2019-05-03 00:56:54.558 UTC,2019-05-03 00:56:54.821001 UTC,37.9186,-122.0441
KeOhnq3ncojFG6BJLbxPR2QdXcinmztAk7tQ4xfJFSA=,2019-05-03 00:57:22.508 UTC,2019-05-03 00:57:57.235 UTC,37.7952,-122.3996
BGeE7DQsjh4rpQqlboiUGdrFWKvc2TNo9YzgoPL1Bl8=,2019-05-03 00:58:27.391 UTC,2019-05-03 01:07:41.432 UTC,37.7639,-122.4083
C7yaUOGySE6zSGLulNZy3hS4jhfxzv6w0yH+lYg5+kI=,2019-05-03 00:59:46.845 UTC,2019-05-03 00:59:59.109001 UTC,37.7928,-122.4208
/OPRrhP5EP5sCIJ9h0XMieKWcyDk9EjmkGaJJ5w4iQ4=,2019-05-03 00:59:59.032 UTC,2019-05-03 01:16:57.102 UTC,37.7993,-122.4074
qpeGgpXblbLT5zUglFhInq4yblQVkH9vtc8xlsdK2hs=,2019-05-03 01:05:41.558 UTC,2019-05-03 01:05:58.037001 UTC,37.761,-122.4355
+7ryai+BnfhzEqQP4LqJp0FKxD0mPW164kEETtup4So=,2019-05-03 01:05:50.740 UTC,2019-05-03 01:35:50.069002 UTC,37.7936,-122.3962
hIsc8PMgmacxej1rGJTtApRD5V7CL2fRKpRAzDZGJvw=,2019-05-03 01:06:02.223 UTC,2019-05-03 01:10:06.339 UTC,37.7817,-122.4526
olcKges6l9YQ7WhkOFiukqF7CEOWnVU3/wHU+ievVlk=,2019-05-03 01:06:33.131 UTC,2019-05-03 01:10:06.375 UTC,37.7766,-122.4186
tmn5kLkCOFiDgtzhiOyrZK0So+NQyguiwta/gSwuE0E=,2019-05-03 01:08:23.463 UTC,2019-05-03 01:12:18.817 UTC,37.7772,-122.3951
ygiunfxZGuMoWm/5w6yqutTfWzLAJhImL1zgyPCgswQ=,2019-05-03 01:09:35.781 UTC,2019-05-03 01:25:47.925 UTC,37.7934,-122.3937
+VHNbH2A8Y0WS2z0mQQmR3UFNkg6g+X6HoWonqEJHfs=,2019-05-03 01:13:24.943 UTC,2019-05-03 01:14:07.892 UTC,37.8069,-122.4062
iVow8YE5/L6+FFZ5hnafUMMQqkL9Onl4cOP1Gm3j6G8=,2019-05-03 01:15:33.791 UTC,2019-05-03 01:19:33.111 UTC,37.8045,-122.4022
BK+Wvewe5yDXeWE/7jKC7BuX8I6VyIJWoPhHm+baoTY=,2019-05-03 01:18:33.584 UTC,2019-05-03 01:33:58.419 UTC,37.7846,-122.3982
GnABkTNSN8hYztLBzXMvOjUY6hWJYUZeuOhxDuXt73E=,2019-05-03 01:20:58.143 UTC,2019-05-03 01:21:41.015 UTC,37.7637,-122.4195
LPyA4Uda3FgATnS0+PRwN8S/UfEVXffZ8DGNnqYRAwQ=,2019-05-03 01:21:28.424 UTC,2019-05-03 01:36:02.558 UTC,37.7758,-122.3958
JELHZrMVkpuKpKabnJpt3te6dkpd5VVlnMj3+62puCw=,2019-05-03 01:22:06.669 UTC,2019-05-03 01:36:15.635 UTC,37.7787,-122.3911
CXYD+ckeLK8q0E6IIhJGlnaPNIwvBPapSN+aRF+h+ZA=,2019-05-03 01:23:56.674 UTC,2019-05-03 01:57:17.857001 UTC,37.7558,-122.4242
ey4leTKf4jx3UIpoKr9k2e9mR4jm5+ui5bHckoopDxI=,2019-05-03 01:25:57.203 UTC,2019-05-03 01:58:12.733 UTC,37.8018,-122.4083
XuxmhCvW3ixzOWXR/sjmeF4eWvcXSkJM3DdV6GRAvRM=,2019-05-03 01:26:55.432 UTC,2019-05-03 01:45:09.195 UTC,37.8046,-122.4029
uMDz7EfUtu/Wa96H2VlBYkSZha8v0vtYrHEtArsls6Q=,2019-05-03 01:28:14.750 UTC,2019-05-03 02:14:11.769 UTC,37.8077,-122.4103
Ixlgh+3wpqorv/Uw76sVbVOB+ewt9CDLrkBTmpUL3PQ=,2019-05-03 01:29:47.579 UTC,2019-05-03 02:15:01.132 UTC,37.7905,-122.4216
LFlU9S3THc0Sc0YCvRA1hNSs77jwmGa88AGX3MrxWCE=,2019-05-03 01:31:04.450 UTC,2019-05-03 01:46:47.979 UTC,37.7861,-122.4027
amotHoIbw+Cz+bH8d2d0iC2IpQQolbyvvZSFD8qO3Hk=,2019-05-03 01:31:14.399 UTC,2019-05-03 02:15:19.194 UTC,37.7762,-122.4179
KCXVGjUgJDmI0RgJfnv0LSA6CeFkjLougSKQIKRIHLY=,2019-05-03 01:33:44.999 UTC,2019-05-03 01:34:32.808 UTC,37.6857,-122.492
ZRcZrmMHi10WPM0sQAQowJgGmeNySlLVD1IMBHZ/1bE=,2019-05-03 01:36:22.061 UTC,2019-05-03 01:41:18.444 UTC,37.7879,-122.3966
VKhXFingXvA5j8kc7y2kRNMIp2iYhTajMpR4xfazDiQ=,2019-05-03 01:37:28.625 UTC,2019-05-03 01:38:22.165 UTC,37.7725,-122.3972
RYf5V99zHji6saVGCzV/k1G6rfe4TbDmcgP4PMat7U8=,2019-05-03 01:37:54.167 UTC,2019-05-03 01:42:15.466 UTC,37.7817,-122.3924
vtPmsf1nE+JSkMfr6qAsaGQ1urDAaOCk3j92mMuiQqA=,2019-05-03 01:38:04.792 UTC,2019-05-03 01:50:40.222 UTC,37.7854,-122.4079
GoaM9o7EqFFQjSUbmJ/eHo861nSWl4kgV84kqOQ7zXM=,2019-05-03 01:38:10.178 UTC,2019-05-03 02:06:16.602 UTC,37.8076,-122.4199
NREiKrPicq9OkPu1eWGSvQwaH6HBA1IllMkcW6sNWOA=,2019-05-03 01:39:45.384 UTC,2019-05-03 01:39:54.080001 UTC,37.7808,-122.3924
Z2AxGO1QnyVN/qdmyjWL/0rPZLzaZ73Eb/d30vCPc88=,2019-05-03 01:40:13.917 UTC,2019-05-03 01:40:31.066 UTC,37.7917,-122.3985
xkYO2biwPg7nVbEAmFq6eaZ+GewhAyMqk9cMfb6XzIM=,2019-05-03 01:42:38.006 UTC,2019-05-03 01:42:53.426002 UTC,37.7912,-122.4204
6wET1s3a8YmzoqZJ6vqj4edwhfrggfuV2njJHVDuMkA=,2019-05-03 01:43:34.591 UTC,2019-05-03 01:45:13.339007 UTC,37.8048,-122.417
FzGpayBhgThyNSWSFyqrV/NGchsgyZuC68v3onEPlr4=,2019-05-03 01:43:44.501 UTC,2019-05-03 01:45:42.801001 UTC,37.8049,-122.417
7Ua0QRudVr+I+5OAc5E0+3waZwn/hxHQe9eKHe5eE1M=,2019-05-03 01:43:54.255 UTC,2019-05-03 02:02:41.930 UTC,37.8032,-122.4179
PNOGmUBIKdGsL8DUenMsBnLEO60Rr2AaM4VwyWoTVnw=,2019-05-03 01:45:10.429 UTC,2019-05-03 01:49:34.598 UTC,37.7732,-122.4
E5pfcYmBD20bXKaPGxr423Dd/9s/MItt5OcWz5QhJbQ=,2019-05-03 01:50:38.434 UTC,2019-05-03 02:03:28.221 UTC,37.7951,-122.4029
tOxtEZXj8cGQ3XnW3KsebW70SkmP9MaBDc6K+Kyt4Nc=,2019-05-03 01:51:27.140 UTC,2019-05-03 01:51:32.924001 UTC,37.7771,-122.395
0xBER7eOyPjmhyAJHq/9hQnhadu/YukdL5rzjeokm+M=,2019-05-03 01:58:16.134 UTC,2019-05-03 02:27:22.327005 UTC,37.8051,-122.4044
ZM/IgdJ77fvsFuloVNYMFIpr4UPk1QKbg3qj7+CqOs0=,2019-05-03 01:58:32.307 UTC,2019-05-03 01:58:36.133 UTC,37.7982,-122.4028
2A4YveHHh2VfAFAfv+pmHe2u8BIqptMAYXkyWAuiXSY=,2019-05-03 01:58:52.657 UTC,2019-05-03 02:14:21.570002 UTC,37.7707,-122.3931
4pswtCdO0k4CQWZ0X2DwE+0md4bIh0fWDCuNM+QiHCc=,2019-05-03 01:59:03.396 UTC,2019-05-03 01:59:27.286 UTC,37.8085,-122.4109
Az83SCpubTILRRNgwpjMMkTCY/iRcl2Bgart8yU/yW8=,2019-05-03 01:59:36.458 UTC,2019-05-03 01:59:47.301001 UTC,37.7804,-122.3908
9cDeZ3DCWfTvfNTpuSKBYJL+I0+vo48VYQgMAF9ss0A=,2019-05-03 02:01:15.350 UTC,2019-05-03 02:03:37.216 UTC,37.787,-122.4096
Wkx8lIncw4gdDfjlPwWPLulki34SDI3l9Q4z+/dX5ZQ=,2019-05-03 02:06:11.594 UTC,2019-05-03 02:09:54.960 UTC,37.7752,-122.4035
3zgBzHbt9HGblTuxuvq/QNBq7HmEMN9vcfFe9/93BDI=,2019-05-03 02:06:58.135 UTC,2019-05-03 02:28:44.582001 UTC,37.776,-122.3939
HllYK0M+DQMIp2vDCSFHwDT7CRlorj+JRC3XgNY5fgM=,2019-05-03 02:07:48.297 UTC,2019-05-03 02:53:17.114 UTC,37.8033,-122.4031
scAGTIrdyRVzuphWtN9tUTvoOHC5Syz2HTGQj/lVeHw=,2019-05-03 02:08:57.573 UTC,2019-05-03 02:08:58.236002 UTC,37.776,-122.3935
JbkNMDbuQWL4O8B4HZ2h4jiKIMhHX8T/a/SPyEalQKA=,2019-05-03 02:11:45.745 UTC,2019-05-03 02:12:00.689002 UTC,37.7887,-122.3983
hxHPEHOprz5K4fxnPtUG1jIMw1dXiY0ay9hlYeufInA=,2019-05-03 02:14:00.243 UTC,2019-05-03 02:14:23.838 UTC,37.7794,-122.4446
F74Cayy9kHgvWAlzgeq3tONfNyRqthSjJrCRFz/pMkI=,2019-05-03 02:14:10.013 UTC,2019-05-03 02:35:33.073 UTC,37.7755,-122.4094
6azk2IY2JLvY8k+BzGp8aUH9zHpV01ky6dgZ/o+8YLM=,2019-05-03 02:15:51.868 UTC,2019-05-03 02:16:15.221 UTC,37.7879,-122.4105
+7ryai+BnfhzEqQP4LqJp0FKxD0mPW164kEETtup4So=,2019-05-03 02:17:40.743 UTC,2019-05-03 02:17:41.623002 UTC,37.7861,-122.4114
FzGpayBhgThyNSWSFyqrV/NGchsgyZuC68v3onEPlr4=,2019-05-03 02:18:01.571 UTC,2019-05-03 02:18:44.653016 UTC,37.8082,-122.4158
xkYO2biwPg7nVbEAmFq6eaZ+GewhAyMqk9cMfb6XzIM=,2019-05-03 02:18:06.326 UTC,2019-05-03 02:51:38.724017 UTC,37.7911,-122.4203
6wET1s3a8YmzoqZJ6vqj4edwhfrggfuV2njJHVDuMkA=,2019-05-03 02:18:16.592 UTC,2019-05-03 02:46:50.608009 UTC,37.8088,-122.4131
BK+Wvewe5yDXeWE/7jKC7BuX8I6VyIJWoPhHm+baoTY=,2019-05-03 02:18:43.551 UTC,2019-05-03 02:19:06.614001 UTC,37.7942,-122.4067
Pd4wDYYJ7PZhN5IWa8zuGJg99j5lMaTrlFomT47KWdA=,2019-05-03 02:19:23.519 UTC,2019-05-03 02:19:47.825001 UTC,37.8052,-122.4298
mgAzAINw2WclngZquxVdGqOpucaZZPt3bimdawFE+Fc=,2019-05-03 02:19:44.063 UTC,2019-05-03 02:31:28.521 UTC,37.7649,-122.3957
6c6Jq13TeIAhsRHGv9qNMSYOLRpiuSD8CkS8ZMV0JHA=,2019-05-03 02:20:22.763 UTC,2019-05-03 03:09:02.958 UTC,37.7842,-122.4761
sYGQdL7TUIOBZgaVaf7tPw01cTz/gwRTh/5n2yxYzUI=,2019-05-03 02:20:24.370 UTC,2019-05-03 03:35:42.646 UTC,37.7842,-122.4762
3iJsicoESen/MwCzaiSo6HUuxOemVVm1wVqZKpztwWc=,2019-05-03 02:27:19.613 UTC,2019-05-03 02:28:49.856001 UTC,37.7726,-122.3908
0TgADsj+DjZQlOU7laq1vFs5M7H889zkWFdTPH6l3C4=,2019-05-03 02:27:24.952 UTC,2019-05-03 04:44:13.573 UTC,37.7659,-122.4068
giFpVpQlyb0ycSjo/71jZeXeV8lQswEIBSLFk1MEefA=,2019-05-03 02:29:47.566 UTC,2019-05-03 02:29:57.445 UTC,37.7671,-122.4289
jJMHFJQpYNCZLcssivixnyRjjG4dNQ769mX7AXsbCc8=,2019-05-03 02:31:54.295 UTC,2019-05-03 02:39:21.432001 UTC,37.7713,-122.3992
4pswtCdO0k4CQWZ0X2DwE+0md4bIh0fWDCuNM+QiHCc=,2019-05-03 02:32:20.685 UTC,2019-05-03 04:20:13.130 UTC,37.8085,-122.4107
8FLN79HQ4+gJt7btuSPCQCu6TKe37R+ob0DcOs78ed8=,2019-05-03 02:33:08.207 UTC,2019-05-03 02:54:33.811 UTC,37.764,-122.4014
2a6ovpSrf+oLUgLIoXyXk+5i9+6u8uRwa3gcZJ1n9iQ=,2019-05-03 02:39:05.847 UTC,2019-05-03 02:39:36.167 UTC,37.7782,-122.4502
prgTzW0HP2OS+jOBqtBUF3+y5Il+Dt44qs3hRNamnoA=,2019-05-03 02:41:44.182 UTC,2019-05-03 03:01:41.190 UTC,37.7909,-122.4038
Zu9HmDOs838J9Se2Q+jqriu9Fbk+jfnS64trjE/jBv0=,2019-05-03 02:44:49.657 UTC,2019-05-03 02:46:05.754 UTC,37.7699,-122.4039
bg0BZKiVP4jXUbr9tnjb+rjXvHxmiuccsuQyuMHS3lM=,2019-05-03 02:48:21.798 UTC,2019-05-03 02:48:28.260004 UTC,37.8035,-122.4032
ALaLI/GjPw3idcYhIQMKG3c6IvW+uiTY0GTQX/HaHgs=,2019-05-03 02:49:11.091 UTC,2019-05-03 02:49:35.705003 UTC,37.7869,-122.3943
iVow8YE5/L6+FFZ5hnafUMMQqkL9Onl4cOP1Gm3j6G8=,2019-05-03 02:51:10.013 UTC,2019-05-03 03:22:45.267 UTC,37.8026,-122.4004
I19pi9g5kNdg9JXpWQTMDvD3A32FQEf9qOW/Hp03Q78=,2019-05-03 02:52:24.428 UTC,2019-05-03 03:39:10.166 UTC,37.7859,-122.3972
LPyA4Uda3FgATnS0+PRwN8S/UfEVXffZ8DGNnqYRAwQ=,2019-05-03 02:56:03.961 UTC,2019-05-03 02:56:24.265 UTC,37.7734,-122.4222
7Ua0QRudVr+I+5OAc5E0+3waZwn/hxHQe9eKHe5eE1M=,2019-05-03 02:57:53.801 UTC,2019-05-03 03:12:12.438 UTC,37.8033,-122.4031
ysGO1IZQeIa8LFFF5fwZ6pWTRn1k6m9szM3hdqFcJz4=,2019-05-03 03:00:46.162001 UTC,2019-05-03 03:19:32.068 UTC,37.7746,-122.3985
ICEUptX3Xe20y5RYiLhVwXaLMvKwMTHcNdO+A+dE3F4=,2019-05-03 03:01:41.216 UTC,2019-05-03 03:11:50.910011 UTC,37.8084,-122.414
X5apzXgBn0Y8QD5KmdEhxZSnmDLiTukU29lUkeMo6kE=,2019-05-03 03:05:23.051 UTC,2019-05-03 03:13:08.138031 UTC,37.8083,-122.4148
kjHtMJY4jxd7l3nwCx99ALpwu7+1xYHLRqehxzO8TUI=,2019-05-03 03:06:23.793 UTC,2019-05-03 03:07:42.296 UTC,37.7971,-122.4222
I7eImuw35SY7457dcYb4z+QiIOoDBL+klmdJh15MUeE=,2019-05-03 03:07:16.464 UTC,2019-05-03 03:07:52.837 UTC,37.7883,-122.4001
H6qBjEBe73xCSoWMzfc1S+PkMrqZ7HeF70UBfOe6Q8U=,2019-05-03 03:10:38.570 UTC,2019-05-03 03:34:11.431 UTC,37.7784,-122.3934
jJMHFJQpYNCZLcssivixnyRjjG4dNQ769mX7AXsbCc8=,2019-05-03 03:20:53.610 UTC,2019-05-03 03:20:54.834002 UTC,37.7712,-122.3992
ovL/lw5RiCeZrVttU2Fzqj+FofUgV0CwlDPnTk9FqKw=,2019-05-03 03:25:35.326 UTC,2019-05-03 03:26:38.789 UTC,37.7894,-122.3951
CnpdLWR0FCcvXdfsz2z4tq5usDNxqUHvOYrIMAM4+E4=,2019-05-03 03:27:47.800 UTC,2019-05-03 03:38:48.126 UTC,37.8086,-122.4132
ZhvLpRL9hBBKQTFA4iHiO6TdOV4f9piLvZKZ2PuE5GU=,2019-05-03 03:31:06.342 UTC,2019-05-03 03:31:32.740 UTC,37.7653,-122.4318
aQ6B9G/5fdAZzL1QjqAfcN9wsdCV9LJ9gRbZNDpvtU8=,2019-05-03 03:34:07.595 UTC,2019-05-03 03:34:13.425001 UTC,37.7869,-122.4127
W9njhy594c9EEDU+rnc94PplEeOJy9h0VmFZkoXRFJo=,2019-05-03 03:34:09.949 UTC,2019-05-03 03:34:52.146 UTC,37.7765,-122.4383
6azk2IY2JLvY8k+BzGp8aUH9zHpV01ky6dgZ/o+8YLM=,2019-05-03 03:36:13.655 UTC,2019-05-03 03:36:26.187001 UTC,37.788,-122.4101
3iJsicoESen/MwCzaiSo6HUuxOemVVm1wVqZKpztwWc=,2019-05-03 03:39:03.411 UTC,2019-05-03 03:40:29.916005 UTC,37.7722,-122.3909
9bKyOqmmhDn1P6ThWS52Ft/BEhtB4TZKyGSzmhszAxM=,2019-05-03 03:46:12.232 UTC,2019-05-03 04:20:59.095 UTC,37.801,-122.4101
ALaLI/GjPw3idcYhIQMKG3c6IvW+uiTY0GTQX/HaHgs=,2019-05-03 03:50:31.552 UTC,2019-05-03 03:52:14.836012 UTC,37.7897,-122.397
