userId,startedAt,endedAt,startedLocationLat,startedLocationLong,endedLocationLat,endedLocationLong
vtPmsf1nE+JSkMfr6qAsaGQ1urDAaOCk3j92mMuiQqA=,2019-05-05 23:42:46.801 UTC,2019-05-05 23:57:34.995 UTC,37.7709,-122.3927,37.7554,-122.4173
jX0zwINSJi2Ii0lZbCrxSeJyvRoUgJTIA5MUKXzdBdc=,2019-05-05 23:43:17.827 UTC,2019-05-05 23:51:57.408 UTC,37.7891,-122.4171,37.783,-122.4318
FYlC8llbuM+OVONkXN0AGZL2EzDhSlwsUXTFLPefc9k=,2019-05-05 23:45:07.864 UTC,2019-05-05 23:49:19.547 UTC,37.7888,-122.4035,37.7846,-122.4065
xkYO2biwPg7nVbEAmFq6eaZ+GewhAyMqk9cMfb6XzIM=,2019-05-05 23:45:25.612 UTC,2019-05-06 00:10:26.300 UTC,37.7767,-122.4243,37.7976,-122.4222
PdXyCKLREhkZ33UA3hgauu8a/D8fsTXmvL345GR4lM8=,2019-05-05 23:45:52.666 UTC,2019-05-06 01:38:15.496 UTC,37.8054,-122.4134,37.7994,-122.4124
32gigcDtXzUvc+71ohvVFxildZjqD9RSeQXBK7Yo4oI=,2019-05-05 23:52:36.763 UTC,2019-05-06 00:00:26.213 UTC,37.7858,-122.3924,37.7889,-122.4024
mkwup0jpSLYjwBvFc3jIbgn0jqpHCBQcUyq0sjC4ucM=,2019-05-05 23:53:56.646 UTC,2019-05-06 00:03:04.545 UTC,37.8049,-122.4025,37.8086,-122.4101
xteFAHqsqKBkTYGUvyxpFHOcaaA8PvlUU+VuMeFlP5g=,2019-05-05 23:56:03.110 UTC,2019-05-06 00:13:01.702 UTC,37.8062,-122.4225,37.8075,-122.4206
45LZyUdHuEvZWnF3FV6wEMHWOgdAehsjIXxg+BYPlvM=,2019-05-05 23:58:01.925 UTC,2019-05-06 00:14:31.736 UTC,37.7612,-122.4214,37.7871,-122.4084
IieJBDlPe6/eeg7zWEup6gDXFj8XpkK9rfPhpYHeSiM=,2019-05-05 23:58:21.405 UTC,2019-05-06 00:16:11.845 UTC,37.7765,-122.3942,37.8084,-122.4095
2SSqySmxO7Rpb3R1n50sCe2oQss/geALjTMLK8ByysQ=,2019-05-06 00:01:00.700 UTC,2019-05-06 00:30:13.842 UTC,37.7697,-122.5104,37.7697,-122.5103
tsStLmOPdPSlxUcOkCwOZs4KSc18VsTOqVROIE3GD60=,2019-05-06 00:01:48.657 UTC,2019-05-06 00:38:21.339 UTC,37.8023,-122.4031,37.7822,-122.4178
7FmOeCWtYPGhwz+jQ2ZJN/9aIQX44U2iroirMIpzx+g=,2019-05-06 00:04:18.932 UTC,2019-05-06 00:22:30.993 UTC,37.7982,-122.3962,37.7743,-122.3951
RaTvggDZhgdwaK+eSisYocCznVd6Eg2M/y1JefFk4tA=,2019-05-06 00:07:37.391 UTC,2019-05-06 01:38:35.435 UTC,37.8078,-122.4191,37.7925,-122.406
H6oRqAVkXnND+4g4GcLS0TJDVk+MAUKkAw7xisuK3+c=,2019-05-06 00:07:40.788 UTC,2019-05-06 00:58:37.555 UTC,37.8049,-122.4025,37.7937,-122.3954
FYlC8llbuM+OVONkXN0AGZL2EzDhSlwsUXTFLPefc9k=,2019-05-06 00:08:37.469 UTC,2019-05-06 00:15:58.592 UTC,37.7874,-122.4004,37.7843,-122.3908
VVomnJ+Pn17gp6iXW+WIDWA6Y8NkEcj8EXqJovAKtlw=,2019-05-06 00:09:59.110 UTC,2019-05-06 00:19:31.897 UTC,37.7663,-122.4105,37.7603,-122.4259
f9GMHrYTjLYFtq2ZdMFbysp/9GPtRnby7pvFatbUX+0=,2019-05-06 00:10:29.773 UTC,2019-05-06 00:23:28.907 UTC,37.7778,-122.4234,37.7565,-122.4188
xteFAHqsqKBkTYGUvyxpFHOcaaA8PvlUU+VuMeFlP5g=,2019-05-06 00:13:32.685 UTC,2019-05-06 00:37:43.842 UTC,37.8075,-122.4206,37.8089,-122.4147
INPTLr5uaRCnCLNbajA8orGEqVDtH1JTRuF1fnXQh7o=,2019-05-06 00:15:36.894 UTC,2019-05-06 00:30:15.492 UTC,37.7765,-122.4152,37.7921,-122.401
5NJNVARwjr/N1CnMNac81ZHqJB9fViib1odczYe2aa4=,2019-05-06 00:27:35.590 UTC,2019-05-06 00:50:39.407 UTC,37.8086,-122.4107,37.8068,-122.4233
YqPU4UU36fYa993hQ69nnnIYhRE7q2Fkca8SBSvFaho=,2019-05-06 00:31:20.520 UTC,2019-05-06 00:44:55.740 UTC,37.7852,-122.3969,37.772,-122.3934
CnpdLWR0FCcvXdfsz2z4tq5usDNxqUHvOYrIMAM4+E4=,2019-05-06 00:33:11.081 UTC,2019-05-06 00:50:07.554 UTC,37.7935,-122.3957,37.7894,-122.4008
ILcMw5Yp2pMouWNsQIFJuYSk4CtNyYntbpxBYMUyqoA=,2019-05-06 00:37:33.407 UTC,2019-05-06 01:38:26.701 UTC,37.8087,-122.4131,37.7855,-122.4025
GqdOKiHdEqSTriOoi6Uz6HPN/EBlsOSGsI/lK8UUJDQ=,2019-05-06 00:48:49.368 UTC,2019-05-06 01:20:42.271 UTC,37.8051,-122.4473,37.7938,-122.3928
FzGpayBhgThyNSWSFyqrV/NGchsgyZuC68v3onEPlr4=,2019-05-06 00:51:40.883 UTC,2019-05-06 01:49:29.886 UTC,37.808,-122.4183,37.8056,-122.417
enFY0oVPzLWvzQh6K8ScsoUPx4lHGgtmv4gkmZaHc08=,2019-05-06 00:53:40.193 UTC,2019-05-06 01:00:14.350 UTC,37.7968,-122.4382,37.7963,-122.4273
vtPmsf1nE+JSkMfr6qAsaGQ1urDAaOCk3j92mMuiQqA=,2019-05-06 00:57:15.392 UTC,2019-05-06 01:00:05.707 UTC,37.7554,-122.4177,37.7574,-122.4124
dwaMveD+bhhEeVvDxVpcRwak5b9D8NxWxQAaQk5XBLE=,2019-05-06 01:02:47.786 UTC,2019-05-06 01:14:40.599 UTC,37.8092,-122.4158,37.8085,-122.4147
713WtG/bEuQS2UAxhk1bLZ/WCl/aqwkcSwAv/hql+RA=,2019-05-06 01:06:58.700 UTC,2019-05-06 01:36:01.305 UTC,37.7967,-122.395,37.8085,-122.4144
U+ejOrgiySzim26s+l+8DKJ4tP5cv9Gw29KpEpRAdmM=,2019-05-06 01:07:05.076 UTC,2019-05-06 01:35:25.505 UTC,37.8049,-122.4024,37.8041,-122.427
ERlLHs+rvvMmtGLp4R5DFpRtEBAPI9T//BNUYenHX8w=,2019-05-06 01:08:32.254 UTC,2019-05-06 01:24:45.447 UTC,37.8087,-122.4131,37.8057,-122.4222
dgo9dA+1vqiCpIKjRy3pUYQfyy0QUvPntmdxPPpyGOg=,2019-05-06 01:10:53.111 UTC,2019-05-06 01:32:57.349 UTC,37.7765,-122.3957,37.7596,-122.426
IKKVeiaBY+ItasV6rMl+rY1uCEdrB3qOXl8DFPFnE6g=,2019-05-06 01:16:28.023 UTC,2019-05-06 01:24:53.421 UTC,37.7924,-122.3908,37.7898,-122.3884
dwaMveD+bhhEeVvDxVpcRwak5b9D8NxWxQAaQk5XBLE=,2019-05-06 01:18:30.885 UTC,2019-05-06 01:31:19.220 UTC,37.8085,-122.4147,37.8086,-122.4134
9pofXbvGo+wstH6eZKaP1qc7po+di+33Bn0Yo9BExso=,2019-05-06 01:24:38.327 UTC,2019-05-06 01:51:01.947 UTC,37.7936,-122.4399,37.7782,-122.4578
mkwup0jpSLYjwBvFc3jIbgn0jqpHCBQcUyq0sjC4ucM=,2019-05-06 01:26:31.851 UTC,2019-05-06 01:56:25.360 UTC,37.8049,-122.4025,37.7785,-122.3912
qlsANujzKv7FryYxcBIQUDCMz9JueOySIatQM0KMsU0=,2019-05-06 01:34:21.055 UTC,2019-05-06 02:38:01.433 UTC,37.7948,-122.3942,37.7786,-122.4152
dwaMveD+bhhEeVvDxVpcRwak5b9D8NxWxQAaQk5XBLE=,2019-05-06 01:38:56.070 UTC,2019-05-06 03:46:04.988 UTC,37.8085,-122.4134,37.7855,-122.4055
iOUIrIR/S/FSiqPr+PpLH2YCdknltWQQm5yF0eQU4ug=,2019-05-06 01:40:18.421 UTC,2019-05-06 01:48:38.391 UTC,37.8038,-122.4386,37.8056,-122.4225
U+ejOrgiySzim26s+l+8DKJ4tP5cv9Gw29KpEpRAdmM=,2019-05-06 01:40:50.730 UTC,2019-05-06 01:48:31.855 UTC,37.8051,-122.432,37.8052,-122.4482
Z9eNiBVBgmRjpIcpQeVQG+lnw2tNHdr1UfRwc4GKyPw=,2019-05-06 01:41:32.144 UTC,2019-05-06 02:02:43.904 UTC,37.8008,-122.4364,37.7864,-122.43
DzYLhYw+S8O81Vq5o80cArlRNWMAiEuVAhkQf6l9Yyw=,2019-05-06 01:43:21.943 UTC,2019-05-06 01:48:22.338 UTC,37.7882,-122.3998,37.786,-122.4055
HZZ9DMX/vqtvRX1Woc1aOdxBZyiG6R+nHG4Dalhxtpo=,2019-05-06 01:45:47.868 UTC,2019-05-06 02:19:43.291 UTC,37.8044,-122.403,37.7863,-122.4046
UuFElH1Hee7tH4V7O05CIGQvUExc1qJVQq9IImuSKM8=,2019-05-06 01:47:15.470 UTC,2019-05-06 01:59:39.343 UTC,37.7919,-122.421,37.7879,-122.4494
INPTLr5uaRCnCLNbajA8orGEqVDtH1JTRuF1fnXQh7o=,2019-05-06 02:07:48.946 UTC,2019-05-06 02:22:39.703 UTC,37.7938,-122.3965,37.7766,-122.4152
FzGpayBhgThyNSWSFyqrV/NGchsgyZuC68v3onEPlr4=,2019-05-06 02:08:33.229 UTC,2019-05-06 02:12:29.024 UTC,37.8056,-122.4171,37.8081,-122.4173
45LZyUdHuEvZWnF3FV6wEMHWOgdAehsjIXxg+BYPlvM=,2019-05-06 02:10:05.868 UTC,2019-05-06 02:16:32.198 UTC,37.787,-122.4081,37.7791,-122.4131
Pd4wDYYJ7PZhN5IWa8zuGJg99j5lMaTrlFomT47KWdA=,2019-05-06 02:13:45.472 UTC,2019-05-06 02:28:54.294 UTC,37.7567,-122.3883,37.7777,-122.4134
gstwnc820I4nlEQkQ4PEkEFOCpBCgm2ahLd4nJ2DJqw=,2019-05-06 02:14:15.506 UTC,2019-05-06 02:23:40.059 UTC,37.8077,-122.4201,37.801,-122.4267
9pofXbvGo+wstH6eZKaP1qc7po+di+33Bn0Yo9BExso=,2019-05-06 02:15:07.779 UTC,2019-05-06 02:37:42.634 UTC,37.7782,-122.4579,37.7785,-122.4562
I1E56gpLNqy0IUamTmrHg66Zab6kR6GfrHxMQ18cpaY=,2019-05-06 02:21:19.570 UTC,2019-05-06 02:31:27.703 UTC,37.7736,-122.4484,37.7686,-122.427
gyER3Hxpto4IsG4K11ictH4VOk+KJx4rBJ22SfIFUD0=,2019-05-06 02:27:29.843 UTC,2019-05-06 02:53:04.296 UTC,37.8057,-122.4171,37.8087,-122.4102
713WtG/bEuQS2UAxhk1bLZ/WCl/aqwkcSwAv/hql+RA=,2019-05-06 02:48:55.615 UTC,2019-05-06 03:01:07.416 UTC,37.8013,-122.3987,37.7967,-122.3947
iBLBkGTR2B4/UqPAH4WRgbAbu/Z8DAqV+ppsdNkuT1E=,2019-05-06 02:52:36.002 UTC,2019-05-06 02:58:23.298 UTC,37.8008,-122.4112,37.8007,-122.4079
f8Jl4v6XVoGEWoacx60pBv7nr7FgE3JraQTBlIOu014=,2019-05-06 02:58:36.792 UTC,2019-05-06 03:08:40.394 UTC,37.7802,-122.4535,37.7832,-122.4628
iBLBkGTR2B4/UqPAH4WRgbAbu/Z8DAqV+ppsdNkuT1E=,2019-05-06 03:01:08.988 UTC,2019-05-06 03:32:09.731 UTC,37.8006,-122.4079,37.7954,-122.3939
5NJNVARwjr/N1CnMNac81ZHqJB9fViib1odczYe2aa4=,2019-05-06 03:07:12.987 UTC,2019-05-06 03:16:50.454 UTC,37.8069,-122.4232,37.808,-122.4103
xcpcRfuVQ63OESdemqBUTKslcgNEN6kCIhq3UCXcXcw=,2019-05-06 03:25:34.742 UTC,2019-05-06 04:46:04.749 UTC,37.809,-122.4148,37.7945,-122.3928
6wZf4/NGK6akX2O5zQz/Kv3LEOjkLNAP9MzDpYEDyrU=,2019-05-06 03:40:22.091 UTC,2019-05-06 03:49:01.953 UTC,37.7765,-122.3944,37.7646,-122.4122
PdXyCKLREhkZ33UA3hgauu8a/D8fsTXmvL345GR4lM8=,2019-05-06 03:44:59.733 UTC,2019-05-06 03:56:43.635 UTC,37.7969,-122.4221,37.7898,-122.4124
kXU9uEWU37k8Xi45Aunlb1wEdIEtW11utTIZJp557Q0=,2019-05-06 03:49:47.109 UTC,2019-05-06 04:04:04.696 UTC,37.7751,-122.4376,37.7857,-122.4291
3eKAsHmJLLaRLfuGPiCUttisBIYY9cN8tXpyviIeJLM=,2019-05-06 03:57:29.768 UTC,2019-05-06 04:32:21.889 UTC,37.808,-122.4158,37.8087,-122.4157
HI2ZNqlBbqMqg1xtgu+/z1kpthVZ7tAfsusBrcVY+PQ=,2019-05-06 04:01:09.652 UTC,2019-05-06 04:13:01.349 UTC,37.8084,-122.4107,37.8061,-122.4157
Evnem1RTCKcgyU7ru9A32F7OApAiH6IfAli+VgcQkEc=,2019-05-06 04:08:27.829 UTC,2019-05-06 04:29:15.718 UTC,37.8085,-122.4144,37.8076,-122.42
z0fVe0Je/63Ytd9WN2NHkZdPksz5qqOAkw11gPZNA44=,2019-05-06 12:17:11.971 UTC,2019-05-06 12:27:49.909 UTC,37.7733,-122.3916,37.7673,-122.3878
GKOMBPL3pj7yolss+/QxAYac9sLYoEm1ChQWsrdZN/o=,2019-05-06 12:54:43.775 UTC,2019-05-06 12:56:23.676 UTC,37.786,-122.397,37.7871,-122.3985
GKOMBPL3pj7yolss+/QxAYac9sLYoEm1ChQWsrdZN/o=,2019-05-06 12:57:09.231 UTC,2019-05-06 13:02:04.468 UTC,37.787,-122.3981,37.7934,-122.4008
D69aW+ZjXD5OjbdLourUwiEt0Op1JRNLjch1F/6LzG4=,2019-05-06 13:20:02.320 UTC,2019-05-06 13:31:27.572 UTC,37.7945,-122.3929,37.7662,-122.3888
rgLEC31j0RBmus0pugYpM93Y2s9niBhhPTi8AwkRuCA=,2019-05-06 13:21:03.271 UTC,2019-05-06 13:26:45.959 UTC,37.7665,-122.4306,37.7651,-122.4203
mSXjvoz49qLMsh25aRrOMBQL4bfC/X7FDejzDNnWzcM=,2019-05-06 13:42:00.571 UTC,2019-05-06 13:55:23.259 UTC,37.7973,-122.4339,37.7895,-122.4022
/vbwmHefWUVZ1OkVuZ0632Pb+/DpC7K3IHxs4WHtxJQ=,2019-05-06 13:53:17.944 UTC,2019-05-06 13:58:31.097 UTC,37.7887,-122.3926,37.7836,-122.3988
HllYK0M+DQMIp2vDCSFHwDT7CRlorj+JRC3XgNY5fgM=,2019-05-06 14:12:17.671 UTC,2019-05-06 14:12:33.449 UTC,37.7993,-122.4225,37.7991,-122.4226
HllYK0M+DQMIp2vDCSFHwDT7CRlorj+JRC3XgNY5fgM=,2019-05-06 14:12:45.683 UTC,2019-05-06 14:25:30.893 UTC,37.7993,-122.4226,37.7955,-122.3967
zqQYGFg2I1OzygRgJ7hSVYJN92sqGflu7XhCEfDZwpE=,2019-05-06 14:16:40.472 UTC,2019-05-06 14:39:42.864 UTC,37.8012,-122.4267,37.8064,-122.405
wMw6W801708NUFSmTLMHGMHXgmZKOmF3GzrQt74PEFU=,2019-05-06 14:19:21.499 UTC,2019-05-06 14:24:51.009 UTC,37.7921,-122.3997,37.8003,-122.4019
P+VApGZTdzA3Blg6KYjaHhaowZ9zC0uMPER1UGnxHoU=,2019-05-06 14:27:48.743 UTC,2019-05-06 14:34:17.054 UTC,37.7697,-122.4501,37.7742,-122.4365
2SIP79U90tuL25TDcj/TXsGshZsHOg1Yo1mjj3sWp0s=,2019-05-06 14:32:32.736 UTC,2019-05-06 14:38:20.498 UTC,37.7961,-122.3944,37.7899,-122.4032
P+VApGZTdzA3Blg6KYjaHhaowZ9zC0uMPER1UGnxHoU=,2019-05-06 14:42:23.809 UTC,2019-05-06 14:56:52.266 UTC,37.7744,-122.4366,37.7742,-122.4078
D9CiY+DiVjRu/+FTqBWnSLgIEnugQKDliJ9yLjsu5tE=,2019-05-06 14:45:25.594 UTC,2019-05-06 14:51:16.140 UTC,37.7975,-122.434,37.7993,-122.4475
DU85cqA9ypTfsj1IRzS6YBcakbXcK+gGG187XIjNeZo=,2019-05-06 14:50:53.073 UTC,2019-05-06 15:00:36.039 UTC,37.7938,-122.3918,37.8065,-122.4218
4+5MU0INg7hjQMuK3PFWzKNiTxibVZGJ3hQgHb8EXOY=,2019-05-06 14:55:13.027 UTC,2019-05-06 15:02:55.214 UTC,37.7512,-122.438,37.7521,-122.4191
BwX27Z+DXeIDr96JZ8lMZUr53mXE116B0u6J1y8zuH8=,2019-05-06 14:56:47.771 UTC,2019-05-06 15:00:58.544 UTC,37.7893,-122.3918,37.7895,-122.3972
SZlxflevXQX2ZbTlV2CEAn5LOE21bUCuy16uB+PoCuE=,2019-05-06 14:59:43.334 UTC,2019-05-06 15:07:04.044 UTC,37.7949,-122.3936,37.7805,-122.3904
yBldrd/YKM4Ae93Yr4fXqp7XaHYVx6KY5HUQLwhz4AI=,2019-05-06 15:08:53.876 UTC,2019-05-06 15:14:26.657 UTC,37.782,-122.4054,37.7899,-122.3948
G3zA/lDIC63b1urJfK+uB7RfokNgDaE8fhYLeQa1FQI=,2019-05-06 15:10:02.181 UTC,2019-05-06 15:17:55.443 UTC,37.7904,-122.4004,37.7827,-122.3908
kVgfBZ5C2YAjm3drR44U+rBMzKODeodpiIBEgM/Q6m8=,2019-05-06 15:11:16.898 UTC,2019-05-06 15:21:54.574 UTC,37.7864,-122.4334,37.8051,-122.432
5cWfBrRTMV46xYQf/4orwKWHzKVzcfOYI6XB2DTWuYM=,2019-05-06 15:15:07.088 UTC,2019-05-06 15:19:08.013 UTC,37.7715,-122.4353,37.7674,-122.4289
i3h1vMkX8lPlPt+xZnAL3103vaarxQ+ztFPLHIg1I28=,2019-05-06 15:42:26.695 UTC,2019-05-06 15:48:51.836 UTC,37.7957,-122.3942,37.7921,-122.4038
KGiExUxzJchWXv0R4iGqUAcGFNu0OwhDdIZuA2KkkDg=,2019-05-06 15:43:16.460 UTC,2019-05-06 15:50:27.946 UTC,37.7717,-122.4143,37.7784,-122.4156
GKOMBPL3pj7yolss+/QxAYac9sLYoEm1ChQWsrdZN/o=,2019-05-06 15:43:43.454 UTC,2019-05-06 15:51:53.760 UTC,37.7937,-122.4005,37.7813,-122.397
P2M8ug67CTsjTvZHZPJMIxiXtn9OauXHfSe1jo07HxI=,2019-05-06 15:48:16.923 UTC,2019-05-06 16:00:44.697 UTC,37.8049,-122.4026,37.7767,-122.3945
J1vgkju+CMIOP8kOz3eZrw6cPDpz7L0mw/T5ieKW5ns=,2019-05-06 15:51:28.514 UTC,2019-05-06 16:00:40.355 UTC,37.7768,-122.4172,37.7925,-122.4044
VNalW5pPUlPm2tKzQpK9yo/dqt61tQyU5+nNwyqPq60=,2019-05-06 15:58:10.851 UTC,2019-05-06 16:00:31.550 UTC,37.7918,-122.3934,37.7896,-122.3905
poxoDwj6Iimpom4GGTd2I8hrMgIP60U3mkBosMC4fOU=,2019-05-06 15:58:13.620 UTC,2019-05-06 16:29:12.664 UTC,37.7672,-122.3878,37.7738,-122.3895
/7FwluSzw2D3aEUtoL558dwQRb998JmfihqIoEjrolw=,2019-05-06 16:09:01.924 UTC,2019-05-06 16:17:26.992 UTC,37.8029,-122.4133,37.7915,-122.3984
45LZyUdHuEvZWnF3FV6wEMHWOgdAehsjIXxg+BYPlvM=,2019-05-06 16:19:55.754 UTC,2019-05-06 16:31:38.611 UTC,37.8065,-122.4051,37.7873,-122.4087
G3bdC1b7qMShUKXHOt22QuRNw7DFQyGcZIfKBXMeJjg=,2019-05-06 16:25:12.686 UTC,2019-05-06 16:28:44.141 UTC,37.7894,-122.4022,37.795,-122.4028
PygqqnQtEXjKnb4oTbTtTmylT2Nd7KSAo1HIWaYzkvo=,2019-05-06 16:25:27.334 UTC,2019-05-06 16:36:51.672 UTC,37.7751,-122.3966,37.763,-122.4129
ZRcZrmMHi10WPM0sQAQowJgGmeNySlLVD1IMBHZ/1bE=,2019-05-06 16:27:56.539 UTC,2019-05-06 16:37:01.741 UTC,37.7747,-122.404,37.7884,-122.3967
Ty/GPydQ2nD/LeDGDu7y9oAMQFJwbnlX+viWu88tvdc=,2019-05-06 16:29:18.650 UTC,2019-05-06 16:43:41.901 UTC,37.8062,-122.4223,37.8067,-122.422
poxoDwj6Iimpom4GGTd2I8hrMgIP60U3mkBosMC4fOU=,2019-05-06 16:34:51.737 UTC,2019-05-06 16:40:05.743 UTC,37.7737,-122.3897,37.7677,-122.3892
Zs2r/loOKJVt9NEqyLSEadGnBjjRUBAhXNyaLKcktmY=,2019-05-06 16:36:40.050 UTC,2019-05-06 16:40:17.898 UTC,37.7872,-122.3964,37.79,-122.3974
SmT0hR7ZZ/dqOCjOQa5JSKma5UH5oEt2pKRz8EWbsWI=,2019-05-06 16:38:16.164 UTC,2019-05-06 16:45:40.250 UTC,37.7983,-122.4273,37.8041,-122.4165
FYlC8llbuM+OVONkXN0AGZL2EzDhSlwsUXTFLPefc9k=,2019-05-06 16:39:51.125 UTC,2019-05-06 16:44:51.215 UTC,37.7862,-122.3894,37.7887,-122.396
hs8xTyEvQre0v1Yd7bXwaLjk1f5EfMIvuAyDlIbsXMY=,2019-05-06 16:40:09.707 UTC,2019-05-06 16:46:53.508 UTC,37.7906,-122.4204,37.8008,-122.4225
wZb4Mr+MLg2DEVJV0QuZ2SspQdUiw9MGpi6cO3LRPPA=,2019-05-06 16:41:17.063 UTC,2019-05-06 16:49:49.738 UTC,37.8062,-122.4045,37.8062,-122.4045
jE+ZBg/OW9R7kLaSstnMLVoe5GaKP4x2nGDM5WXzIA4=,2019-05-06 16:43:00.385 UTC,2019-05-06 16:50:02.254 UTC,37.7757,-122.3977,37.7748,-122.4046
SmT0hR7ZZ/dqOCjOQa5JSKma5UH5oEt2pKRz8EWbsWI=,2019-05-06 16:46:30.957 UTC,2019-05-06 16:53:21.704 UTC,37.8036,-122.415,37.7922,-122.4027
hs8xTyEvQre0v1Yd7bXwaLjk1f5EfMIvuAyDlIbsXMY=,2019-05-06 16:49:22.540 UTC,2019-05-06 16:55:23.240 UTC,37.8008,-122.4226,37.7904,-122.4228
wZb4Mr+MLg2DEVJV0QuZ2SspQdUiw9MGpi6cO3LRPPA=,2019-05-06 16:50:40.387 UTC,2019-05-06 16:53:12.440 UTC,37.8062,-122.4046,37.8062,-122.4046
zFpoGV69XelkjZZMeDokGasCoUKhfh9LGFO5CK/7AY8=,2019-05-06 16:53:02.028 UTC,2019-05-06 16:58:47.870 UTC,37.788,-122.4111,37.7969,-122.4054
MuEY2MX9Pbvgyq9An970TWDU2L3R0UNKYlKVhzW2v+Y=,2019-05-06 17:09:15.088 UTC,2019-05-06 17:20:32.108 UTC,37.7806,-122.3907,37.8048,-122.4029
J1vgkju+CMIOP8kOz3eZrw6cPDpz7L0mw/T5ieKW5ns=,2019-05-06 17:12:03.802 UTC,2019-05-06 17:14:57.303 UTC,37.7926,-122.4043,37.7878,-122.4007
Dyg9++GeVbsEsUFVgrU1VQgDNjPkhqR03ehDOOW/Mqs=,2019-05-06 17:13:11.048 UTC,2019-05-06 17:18:33.852 UTC,37.7767,-122.4185,37.7717,-122.4084
z0fVe0Je/63Ytd9WN2NHkZdPksz5qqOAkw11gPZNA44=,2019-05-06 17:23:48.979 UTC,2019-05-06 17:26:37.045 UTC,37.7702,-122.3879,37.7739,-122.3895
Dyg9++GeVbsEsUFVgrU1VQgDNjPkhqR03ehDOOW/Mqs=,2019-05-06 17:26:33.699 UTC,2019-05-06 17:31:38.843 UTC,37.7716,-122.4083,37.7784,-122.4152
vwWER6TEt2MaHoiuvSHRXf8E0oFmTHuzVLCKrgg7Wp0=,2019-05-06 17:39:33.837 UTC,2019-05-06 17:48:52.433 UTC,37.7929,-122.4043,37.8049,-122.4051
q7UjSbubGaOttjUfffG70mznD//i+FGkhJGVXKv5R+M=,2019-05-06 17:46:44.977 UTC,2019-05-06 17:50:15.409 UTC,37.7897,-122.3905,37.7928,-122.3943
6azk2IY2JLvY8k+BzGp8aUH9zHpV01ky6dgZ/o+8YLM=,2019-05-06 17:54:05.285 UTC,2019-05-06 18:04:20.148 UTC,37.787,-122.3922,37.7827,-122.4098
z0fVe0Je/63Ytd9WN2NHkZdPksz5qqOAkw11gPZNA44=,2019-05-06 17:56:40.482 UTC,2019-05-06 18:00:58.087 UTC,37.7731,-122.3881,37.767,-122.3879
gNFWepHsCRacVOj2WhZd+dE79jJxc9UrWlHGpc8iP8A=,2019-05-06 18:06:09.515 UTC,2019-05-06 18:10:35.178 UTC,37.7965,-122.4019,37.803,-122.4032
o405i5ikYYIBJznNoRUe9KNCLnBgvy5SE6uI2cm7Dyc=,2019-05-06 18:14:52.640 UTC,2019-05-06 18:26:38.840 UTC,37.8085,-122.4141,37.8031,-122.4034
/tIHIcqeepecYHZo5lT+bbGVYMdSdIbVMDr78RYSpTQ=,2019-05-06 18:15:32.104 UTC,2019-05-06 18:22:33.983 UTC,37.8085,-122.4141,37.8066,-122.4207
uMSr5QmPgNg94qXLqgkNubijCKOPEV3tQmRUWIrXVjQ=,2019-05-06 18:16:56.492 UTC,2019-05-06 18:21:24.505 UTC,37.7926,-122.4047,37.7936,-122.4044
mpgd2QDHtzA246ZAx97CdzXC/Cjc8cwHdKWCnFgFta8=,2019-05-06 18:44:17.932 UTC,2019-05-06 19:01:59.019 UTC,37.7878,-122.3887,37.8083,-122.4141
l6vrptLYNTTPPT9d5bZ4XRTMs3SOui0Pm2lpGrdjvL0=,2019-05-06 18:46:34.963 UTC,2019-05-06 18:51:00.150 UTC,37.7903,-122.396,37.7915,-122.4043
jX0zwINSJi2Ii0lZbCrxSeJyvRoUgJTIA5MUKXzdBdc=,2019-05-06 18:48:26.472 UTC,2019-05-06 18:53:56.056 UTC,37.802,-122.4019,37.7943,-122.4013
e/SlOPYKq7JHX0Ebpk08iz495kTp1sZGRlgGpdqhyQ0=,2019-05-06 18:51:38.321 UTC,2019-05-06 20:17:57.214 UTC,37.8049,-122.4025,37.8018,-122.4567
o405i5ikYYIBJznNoRUe9KNCLnBgvy5SE6uI2cm7Dyc=,2019-05-06 18:56:19.245 UTC,2019-05-06 19:22:27.967 UTC,37.8025,-122.4031,37.7709,-122.3914
tNLGq7mGhpjJ3csVw3UZyfVwtbje4NE9Wi4eGugKGH0=,2019-05-06 18:59:30.412 UTC,2019-05-06 19:00:54.495 UTC,37.7929,-122.3998,37.7926,-122.4001
Z9eNiBVBgmRjpIcpQeVQG+lnw2tNHdr1UfRwc4GKyPw=,2019-05-06 18:59:51.550 UTC,2019-05-06 20:18:54.960 UTC,37.7824,-122.4462,37.765,-122.4986
O/0j5slzvHgaGqC3+MlRGHbmbkHv/hkquLZQFw6HWc8=,2019-05-06 19:03:20.864 UTC,2019-05-06 19:07:02.695 UTC,37.7831,-122.3982,37.7866,-122.3977
C4UXaf4sVw6nfMEHqNoHmvUPYZXJiesihwXAkUPSv4U=,2019-05-06 19:08:08.740 UTC,2019-05-06 20:05:45.807 UTC,37.7926,-122.3923,37.792,-122.4021
jX0zwINSJi2Ii0lZbCrxSeJyvRoUgJTIA5MUKXzdBdc=,2019-05-06 19:09:18.928 UTC,2019-05-06 19:15:04.835 UTC,37.7944,-122.4016,37.8018,-122.4019
