station_id,station_name,station_city,latitude,longitude,station_capacity
305,Western Ave & Division St,Chicago,41.902893,-87.687275,15
306,Sheridan Rd & Buena Ave,Chicago,41.958494,-87.654966,19
307,Southport Ave & Clybourn Ave,Chicago,41.920771,-87.663712,15
308,Seeley Ave & Roscoe St,Chicago,41.943403,-87.679618,11
309,Leavitt St & Armitage Ave,Chicago,41.917805,-87.682437,11
310,Damen Ave & Charleston St,Chicago,41.920082,-87.677855,11
311,Leavitt St & Lawrence Ave,Chicago,41.968885,-87.684001,19
312,Clarendon Ave & Gordon Ter,Chicago,41.957879,-87.649519,15
313,Lakeview Ave & Fullerton Pkwy,Chicago,41.925858,-87.638973,19
314,Ravenswood Ave & Berteau Ave,Chicago,41.957921,-87.673567,15
315,Elston Ave & Wabansia Ave,Chicago,41.912919,-87.664169,23
316,Damen Ave & Sunnyside Ave,Chicago,41.96325,-87.679258,19
317,Wood St & Taylor St,Chicago,41.869154,-87.671045,23
318,Southport Ave & Irving Park Rd,Chicago,41.954177,-87.664358,15
319,Greenview Ave & Diversey Pkwy,Chicago,41.932595,-87.665939,15
320,Loomis St & Lexington St,Chicago,41.872187,-87.661501,19
321,Wabash Ave & 9th St,Chicago,41.870769,-87.625734,19
322,Kimbark Ave & 53rd St,Chicago,41.799568,-87.594747,19
323,Sheridan Rd & Lawrence Ave,Chicago,41.969517,-87.654691,15
324,Stockton Dr & Wrightwood Ave,Chicago,41.93132,-87.638742,15
325,Clark St & Winnemac Ave,Chicago,41.973345,-87.667682,19
326,Clark St & Leland Ave,Chicago,41.967096,-87.667429,19
327,Sheffield Ave & Webster Ave,Chicago,41.92154,-87.653818,19
328,Ellis Ave & 58th St,Chicago,41.788746,-87.601334,19
329,Lake Shore Dr & Diversey Pkwy,Chicago,41.932684,-87.63625,15
330,Lincoln Ave & Addison St,Chicago,41.946176,-87.673308,19
331,Halsted St & Blackhawk St (*),Chicago,41.908537,-87.648627,20
332,Halsted St & Diversey Pkwy,Chicago,41.933666,-87.648959,19
333,Ashland Ave & Blackhawk St,Chicago,41.907066,-87.667252,15
334,Lake Shore Dr & Belmont Ave,Chicago,41.940775,-87.639192,19
335,Calumet Ave & 35th St,Chicago,41.831379,-87.618034,15
336,Cottage Grove Ave & 47th St,Chicago,41.809855,-87.606755,15
337,Clark St & Chicago Ave,Chicago,41.896544,-87.630931,19
338,Calumet Ave & 18th St,Chicago,41.857611,-87.619407,15
339,Emerald Ave & 31st St,Chicago,41.838198,-87.645143,11
340,Clark St & Wrightwood Ave,Chicago,41.929546,-87.643118,15
341,Adler Planetarium,Chicago,41.866095,-87.607267,39
342,Wolcott Ave & Polk St,Chicago,41.871262,-87.673688,15
343,Racine Ave & Wrightwood Ave,Chicago,41.928887,-87.658971,15
344,Ravenswood Ave & Lawrence Ave,Chicago,41.96909,-87.674237,39
345,Lake Park Ave & 56th St,Chicago,41.793242,-87.587782,19
346,Ada St & Washington Blvd,Chicago,41.88283,-87.661206,15
347,Ashland Ave & Grace St,Chicago,41.950687,-87.6687,15
348,California Ave & 21st St,Chicago,41.854016,-87.695445,15
349,Halsted St & Wrightwood Ave,Chicago,41.929143,-87.649077,15
350,Ashland Ave & Chicago Ave,Chicago,41.895966,-87.667747,15
351,Cottage Grove Ave & 51st St,Chicago,41.803038,-87.606615,15
352,Jeffery Blvd & 67th St,Chicago,41.77351755,-87.57714283,15
353,Clark St & Touhy Ave,Chicago,42.01256012,-87.67436712,15
354,Sheridan Rd & Greenleaf Ave,Chicago,42.01058656,-87.66241209,15
355,South Shore Dr & 67th St,Chicago,41.773643,-87.567514,19
356,Stony Island Ave & 71st St,Chicago,41.76649294,-87.58646088,11
359,Larrabee St & Division St,Chicago,41.90348607,-87.64335349,23
364,Larrabee St & Oak St,Chicago,41.90021949,-87.64298547,19
365,Halsted St & North Branch St,Chicago,41.89936844,-87.64847988,15
366,Loomis St & Archer Ave,Chicago,41.84163254,-87.65743495,15
367,Racine Ave & 35th St,Chicago,41.83069611,-87.65597591,15
368,Ashland Ave & Archer Ave,Chicago,41.83920868,-87.66560986,15
369,Wood St & 35th St,Chicago,41.83010465,-87.67029831,11
370,Calumet Ave & 21st St,Chicago,41.85418425,-87.61915374,15
373,Kedzie Ave & Chicago Ave,Chicago,41.8954653,-87.70612788,15
374,Western Ave & Walton St,Chicago,41.89841769,-87.68659602,19
375,Sacramento Blvd & Franklin Blvd,Chicago,41.889727,-87.70103,11
376,Artesian Ave & Hubbard St,Chicago,41.88949182,-87.68821936,35
377,Kedzie Ave & Lake St,Chicago,41.88460329,-87.70630374,19
378,California Ave & Lake St,Chicago,41.88445396,-87.69629814,15
381,Western Ave & Monroe St,Chicago,41.87978771,-87.68611281,15
382,Western Ave & Congress Pkwy,Chicago,41.87474885,-87.68644528,19
383,Ashland Ave & Harrison St,Chicago,41.874293,-87.667284,23
384,Halsted St & 51st St,Chicago,41.80183164,-87.6452139,11
385,Princeton Ave & Garfield Blvd,Chicago,41.794982,-87.633124,11
386,Halsted St & 56th St,Chicago,41.79292965,-87.64499006,11
388,Halsted St & 63rd St,Chicago,41.77938114,-87.64462081,15
390,Wentworth Ave & 63rd St,Chicago,41.78007963,-87.62974631,11
391,Halsted St & 69th St,Chicago,41.76906172,-87.64461358,11
392,Perry Ave & 69th St,Chicago,41.76929309,-87.62819593,11
393,Calumet Ave & 71st St,Chicago,41.76550801,-87.61691793,11
394,Clark St & 9th St (AMLI),Chicago,41.870816,-87.631246,15
395,Jeffery Blvd & 76th St,Chicago,41.75712007,-87.57583936,11
396,Yates Blvd & 75th St,Chicago,41.758768,-87.56644,11
397,Saginaw Ave & Exchange Ave,Chicago,41.75874584,-87.56011478,11
398,Rainbow Beach,Chicago,41.75787145,-87.54938625,15
399,South Shore Dr & 74th St,Chicago,41.76218896,-87.55927465,11
400,Cottage Grove Ave & 71st St,Chicago,41.76571904,-87.60495971,11
401,Shields Ave & 28th Pl,Chicago,41.842733,-87.635491,11
402,Shields Ave & 31st St,Chicago,41.838464,-87.635406,15
403,Wentworth Ave & 33rd St,Chicago,41.83452989,-87.63182298,15
405,Wentworth Ave & 35th St,Chicago,41.830777,-87.632504,15
406,Lake Park Ave & 35th St,Chicago,41.83127424,-87.60879919,19
407,State St & Pershing Rd,Chicago,41.82301524,-87.62656802,11
408,Union Ave & Root St,Chicago,41.819102,-87.643278,11
409,Shields Ave & 43rd St,Chicago,41.81620768,-87.63481935,11
410,Prairie Ave & 43rd St,Chicago,41.81665889,-87.61941246,15
411,Halsted St & 47th Pl,Chicago,41.80813391,-87.64561655,11
412,Princeton Ave & 47th St,Chicago,41.80931771,-87.63344929,11
413,Woodlawn Ave & Lake Park Ave,Chicago,41.81409271,-87.59700515,15
414,Canal St & Taylor St,Chicago,41.870257,-87.639474,15
415,Calumet Ave & 51st St,Chicago,41.80229465,-87.61805358,15
416,Dorchester Ave & 49th St,Chicago,41.805772,-87.592464,15
417,Cornell Ave & Hyde Park Blvd,Chicago,41.802406,-87.586924,19
418,Ellis Ave & 53rd St,Chicago,41.79933626,-87.60095811,11
419,Lake Park Ave & 53rd St,Chicago,41.79949429,-87.5864499,15
420,Ellis Ave & 55th St,Chicago,41.79430062,-87.60144977,19
421,MLK Jr Dr & 56th St (*),Chicago,41.79342946,-87.61585326,12
422,DuSable Museum,Chicago,41.79156801,-87.60785218,15
423,University Ave & 57th St,Chicago,41.791478,-87.599861,27
424,Museum of Science and Industry,Chicago,41.79172821,-87.58394501,27
425,Harper Ave & 59th St,Chicago,41.78794281,-87.58831517,15
426,Ellis Ave & 60th St,Chicago,41.78509715,-87.60107276,19
427,Cottage Grove Ave & 63rd St,Chicago,41.78059901,-87.60611239,19
428,Dorchester Ave & 63rd St,Chicago,41.78040565,-87.59141599,15
429,Cottage Grove Ave & 67th St,Chicago,41.77372095,-87.60563486,11
430,MLK Jr Dr & 63rd St,Chicago,41.78008064,-87.61594286,15
431,Eberhart Ave & 61st St,Chicago,41.78414169,-87.61330783,11
432,Clark St & Lunt Ave,Chicago,42.009074,-87.67419,19
433,Kedzie Ave & Harrison St,Chicago,41.87359967,-87.70487075,11
434,Ogden Ave & Roosevelt Rd,Chicago,41.86650148,-87.68469707,19
435,Kedzie Ave & Roosevelt Rd,Chicago,41.86649278,-87.70649618,15
436,Fairfield Ave & Roosevelt Rd,Chicago,41.866624,-87.694521,15
437,Washtenaw Ave & Ogden Ave (*),Chicago,41.861894,-87.693511,20
438,Central Park Ave & Ogden Ave,Chicago,41.85420431,-87.71540584,15
439,Kedzie Ave & 21st St,Chicago,41.85353363,-87.70507303,11
440,Lawndale Ave & 23rd St,Chicago,41.84988195,-87.71700039,11
441,Kedzie Ave & 24th St,Chicago,41.84819094,-87.70541375,11
442,California Ave & 23rd Pl,Chicago,41.84910969,-87.69513981,15
443,Millard Ave & 26th St,Chicago,41.84456685,-87.71591031,11
444,Albany Ave & 26th St,Chicago,41.84447501,-87.70201301,11
445,California Ave & 26th St,Chicago,41.84404003,-87.69529592,11
446,Western Ave & 28th St,Chicago,41.84151771,-87.68513144,11
447,Glenwood Ave & Morse Ave,Chicago,42.00797192,-87.66550239,15
448,Warren Park East,Chicago,42.00454962,-87.68066615,15
449,Clark St & Columbia Ave,Chicago,42.00445063,-87.6724024,15
450,Warren Park West,Chicago,42.001785,-87.688829,15
451,Sheridan Rd & Loyola Ave,Chicago,42.00104378,-87.66119824,15
452,Western Ave & Granville Ave,Chicago,41.99416137,-87.68943828,15
453,Clark St & Schreiber Ave,Chicago,41.99925182,-87.67137734,15
454,Broadway & Granville Ave,Chicago,41.99477969,-87.66028453,15
455,Maplewood Ave & Peterson Ave,Chicago,41.99023603,-87.69336964,15
456,2112 W Peterson Ave,Chicago,41.991178,-87.683593,15
457,Clark St & Elmdale Ave,Chicago,41.99089375,-87.6695834,19
458,Broadway & Thorndale Ave,Chicago,41.98974251,-87.66014062,19
459,Lakefront Trail & Bryn Mawr Ave,Chicago,41.9840367,-87.65231047,19
460,Clark St & Bryn Mawr Ave,Chicago,41.983593,-87.669154,15
461,Broadway & Ridge Ave,Chicago,41.98404461,-87.66027383,15
462,Ravenswood Ave & Balmoral Ave,Chicago,41.97977022,-87.67581473,15
463,Clark St & Berwyn Ave,Chicago,41.97799665,-87.6680471,19
464,Damen Ave & Foster Ave,Chicago,41.9756148,-87.67945904,15
465,Marine Dr & Ainslie St,Chicago,41.9716,-87.650154,23
466,Ridge Blvd & Touhy Ave,Chicago,42.01213228,-87.68291264,15
467,Western Ave & Lunt Ave,Chicago,42.0085944,-87.69049224,15
468,Budlong Woods Library,Chicago,41.98366471,-87.69642256,15
469,St. Louis Ave & Balmoral Ave,Chicago,41.98039423,-87.71611496,15
470,Kedzie Ave & Foster Ave,Chicago,41.975672,-87.709261,15
471,Francisco Ave & Foster Ave,Chicago,41.97563273,-87.70141944,15
472,Lincoln Ave & Winona St,Chicago,41.9749113,-87.69250256,15
474,Christiana Ave & Lawrence Ave,Chicago,41.96835449,-87.71183067,15
475,Washtenaw Ave & Lawrence Ave,Chicago,41.968987,-87.696027,15
476,Kedzie Ave & Leland Ave,Chicago,41.96668636,-87.70805198,15
477,Manor Ave & Leland Ave,Chicago,41.96631753,-87.70108268,11
478,Rockwell St & Eastwood Ave,Chicago,41.96590014,-87.69363849,15
479,Drake Ave & Montrose Ave,Chicago,41.96115408,-87.71656907,15
480,Albany Ave & Montrose Ave,Chicago,41.961041,-87.705866,15
481,California Ave & Montrose Ave,Chicago,41.961068,-87.695439,15
482,Campbell Ave & Montrose Ave,Chicago,41.96152593,-87.69116504,15
483,Avondale Ave & Irving Park Rd,Chicago,41.953393,-87.732002,19
484,Monticello Ave & Irving Park Rd,Chicago,41.95400484,-87.71912818,15
485,Sawyer Ave & Irving Park Rd,Chicago,41.95358618,-87.7093108,15
486,Oakley Ave & Irving Park Rd,Chicago,41.95434085,-87.68607962,15
487,California Ave & Byron St,Chicago,41.95216219,-87.69805111,19
488,Pulaski Rd & Eddy St,Chicago,41.94563644,-87.72773681,11
489,Drake Ave & Addison St,Chicago,41.947326,-87.717582,15
490,Troy St & Elston Ave,Chicago,41.94524357,-87.7066499,15
491,Talman Ave & Addison St,Chicago,41.94663583,-87.69461476,15
492,Leavitt St & Addison St,Chicago,41.946655,-87.683359,15
493,Oakley Ave & Roscoe St,Chicago,41.942916,-87.685801,15
494,Kedzie Ave & Bryn Mawr Ave,Chicago,41.98239708,-87.70892252,15
495,Keystone Ave & Montrose Ave,Chicago,41.96110802,-87.7289701,15
496,Avers Ave & Belmont Ave,Chicago,41.939408,-87.723574,11
497,Kimball Ave & Belmont Ave,Chicago,41.939398,-87.711561,23
498,California Ave & Fletcher St,Chicago,41.93842879,-87.69800776,19
499,Kosciuszko Park,Chicago,41.93058537,-87.72377736,15
500,Central Park Ave & Elbridge Ave,Chicago,41.93533728,-87.71688929,15
501,Richmond St & Diversey Ave,Chicago,41.93190197,-87.70119513,15
502,California Ave & Altgeld St,Chicago,41.92669,-87.697668,15
503,Drake Ave & Fullerton Ave,Chicago,41.92439882,-87.71544104,15
504,Campbell Ave & Fullerton Ave,Chicago,41.92463247,-87.68930701,15
